Produktivmandant                                                                              Line Items Extract                                                                             Time 16:46:26     Date  20.12.2024
Gütersloh         Ledger 0L                                                                                                                                                                  RFBPET00/RHUELITL Page           1

	CoCd	DocumentNo				Type		Pstng Date			Period	Year		Doc. Date	Entry Date		User Name		Reference
	BusA	Itm	PK	SG	Tx		PayT		AccTy	Account			D/C	      Amount in LC		Crcy		      Amount in FC		Crcy	D/C	   LC tax amount	Crcy	      Tax Amount	Crcy	Name 1	City	Short Text

	3800	900011369				RV		05.04.2018			     4	2018		05.04.2018	06.04.2018		SAPBTC_APPL		0082536700
		 24	40						S	6601050			S	           982.79		MXN		            47.87		USD
		 25	50						S	3000127			H	-982.79		MXN		-47.87		USD
		 26	50		A0				S	4000302			H	-3,929.52		MXN		-191.40		USD
		 27	40						S	6601050			S	            39.21		MXN		             1.91		USD
		 28	50						S	3000127			H	-39.21		MXN		-1.91		USD
		 29	50		A0				S	4000302			H	-3,929.52		MXN		-191.40		USD
		 30	40						S	6601050			S	            39.21		MXN		             1.91		USD
		 31	50						S	3000127			H	-39.21		MXN		-1.91		USD
		 32	50		A0				S	4000302			H	-3,991.11		MXN		-194.40		USD
		 33	40						S	6601050			S	            39.83		MXN		             1.94		USD
		 34	50						S	3000127			H	-39.83		MXN		-1.94		USD
		 35	50		A0				S	4000302			H	-3,991.11		MXN		-194.40		USD
		 36	40						S	6601050			S	            39.83		MXN		             1.94		USD
		 37	50						S	3000127			H	-39.83		MXN		-1.94		USD
		 38	50		A0				S	4000302			H	-1,734.41		MXN		-84.48		USD
		 39	40						S	6601050			S	            17.25		MXN		             0.84		USD
		 40	50						S	3000127			H	-17.25		MXN		-0.84		USD
		 41	50		A0				S	4000302			H	-1,734.41		MXN		-84.48		USD
		 42	40						S	6601050			S	            17.25		MXN		             0.84		USD
		 43	50						S	3000127			H	-17.25		MXN		-0.84		USD
		 44	50		A0				S	4000302			H	-896.77		MXN		-43.68		USD
		 45	40						S	6601050			S	             9.03		MXN		             0.44		USD
		 46	50						S	3000127			H	-9.03		MXN		-0.44		USD
		 47	50		A0				S	4000302			H	-896.77		MXN		-43.68		USD
		 48	40						S	6601050			S	             9.03		MXN		             0.44		USD
		 49	50						S	3000127			H	-9.03		MXN		-0.44		USD
		 50	50		A0				S	4000302			H	-29,317.41		MXN		-1,428.00		USD
		 51	40						S	6601050			S	           293.17		MXN		            14.28		USD
		 52	50						S	3000127			H	-293.17		MXN		-14.28		USD
		 53	50		A0				S	4003602			H	-71,035.18		MXN		-3,460.00		USD
		 54	40						S	6601050			S	           710.35		MXN		            34.60		USD
		 55	50						S	3000127			H	-710.35		MXN		-34.60		USD
		 56	50		A0				S	4000102			H	-2,028.40		MXN		-98.80		USD
		 57	40						S	6601050			S	            20.33		MXN		             0.99		USD
		 58	50						S	3000127			H	-20.33		MXN		-0.99		USD
		 59	50		A0				S	4000102			H	-3,757.88		MXN		-183.04		USD
		 60	40						S	6601050			S	            37.57		MXN		             1.83		USD
		 61	50						S	3000127			H	-37.57		MXN		-1.83		USD
		 62	50		A0				S	4003602			H	-284,140.74		MXN		-13,840.00		USD
		 63	40						S	6601050			S	         2,841.41		MXN		           138.40		USD
		 64	50						S	3000127			H	-2,841.41		MXN		-138.40		USD
		 65	50		A0				S	4003602			H	-4,040.38		MXN		-196.80		USD
		 66	40						S	6601050			S	            40.44		MXN		             1.97		USD
		 67	50						S	3000127			H	-40.44		MXN		-1.97		USD

	3800	900043332				RV		30.11.2018			    11	2018		30.11.2018	01.12.2018		SAPBTC_APPL		0082752363
		  1	01		A0		R029		D	29060000			S	       931,155.47		MXN		        45,354.96		USD
		  2	50		A0				S	4000102			H	-410,148.12		MXN		-19,977.60		USD
		  3	40						S	6601050			S	         4,101.56		MXN		           199.78		USD
		  4	50						S	3000127			H	-4,101.56		MXN		-199.78		USD
		  5	50		A0				S	4000102			H	-2,028.40		MXN		-98.80		USD
		  6	40						S	6601050			S	            20.33		MXN		             0.99		USD
		  7	50						S	3000127			H	-20.33		MXN		-0.99		USD
		  8	50		A0				S	4000302			H	-1,281.10		MXN		-62.40		USD
		  9	40						S	6601050			S	            12.73		MXN		             0.62		USD
		 10	50						S	3000127			H	-12.73		MXN		-0.62		USD
		 11	50		A0				S	4000102			H	-1,005.99		MXN		-49.00		USD
		 12	40						S	6601050			S	            10.06		MXN		             0.49		USD
		 13	50						S	3000127			H	-10.06		MXN		-0.49		USD
		 14	50		A0				S	4000302			H	-1,793.54		MXN		-87.36		USD
		 15	40						S	6601050			S	            17.86		MXN		             0.87		USD
		 16	50						S	3000127			H	-17.86		MXN		-0.87		USD
		 17	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		 18	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 19	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 20	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		 21	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 22	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 23	50		A0				S	4000302			H	-1,569.34		MXN		-76.44		USD
		 24	40						S	6601050			S	            15.60		MXN		             0.76		USD
		 25	50						S	3000127			H	-15.60		MXN		-0.76		USD
		 26	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		 27	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 28	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 29	50		A0				S	4000102			H	-51,268.51		MXN		-2,497.20		USD
		 30	40						S	6601050			S	           512.64		MXN		            24.97		USD
		 31	50						S	3000127			H	-512.64		MXN		-24.97		USD
		 32	50		A0				S	4000102			H	-58,864.76		MXN		-2,867.20		USD
		 33	40						S	6601050			S	           588.61		MXN		            28.67		USD
		 34	50						S	3000127			H	-588.61		MXN		-28.67		USD
		 35	50		A0				S	4000102			H	-69,113.54		MXN		-3,366.40		USD
		 36	40						S	6601050			S	           691.05		MXN		            33.66		USD
		 37	50						S	3000127			H	-691.05		MXN		-33.66		USD
		 38	50		A0				S	4000102			H	-1,166.13		MXN		-56.80		USD
		 39	40						S	6601050			S	            11.70		MXN		             0.57		USD
		 40	50						S	3000127			H	-11.70		MXN		-0.57		USD
		 41	50		A0				S	4000302			H	-73,712.35		MXN		-3,590.40		USD
		 42	40						S	6601050			S	           737.04		MXN		            35.90		USD
		 43	50						S	3000127			H	-737.04		MXN		-35.90		USD
		 44	50		A0				S	4000302			H	-3,929.52		MXN		-191.40		USD
		 45	40						S	6601050			S	            39.21		MXN		             1.91		USD
		 46	50						S	3000127			H	-39.21		MXN		-1.91		USD
		 47	50		A0				S	4000302			H	-3,929.52		MXN		-191.40		USD
		 48	40						S	6601050			S	            39.21		MXN		             1.91		USD
		 49	50						S	3000127			H	-39.21		MXN		-1.91		USD
		 50	50		A0				S	4000302			H	-2,660.74		MXN		-129.60		USD
		 51	40						S	6601050			S	            26.69		MXN		             1.30		USD
		 52	50						S	3000127			H	-26.69		MXN		-1.30		USD
		 53	50		A0				S	4000302			H	-2,660.74		MXN		-129.60		USD
		 54	40						S	6601050			S	            26.69		MXN		             1.30		USD
		 55	50						S	3000127			H	-26.69		MXN		-1.30		USD
		 56	50		A0				S	4000302			H	-2,601.61		MXN		-126.72		USD
		 57	40						S	6601050			S	            26.07		MXN		             1.27		USD
		 58	50						S	3000127			H	-26.07		MXN		-1.27		USD
		 59	50		A0				S	4003602			H	-85,242.22		MXN		-4,152.00		USD
		 60	40						S	6601050			S	           852.42		MXN		            41.52		USD
		 61	50						S	3000127			H	-852.42		MXN		-41.52		USD
		 62	50		A0				S	4000102			H	-3,757.88		MXN		-183.04		USD
		 63	40						S	6601050			S	            37.57		MXN		             1.83		USD
		 64	50						S	3000127			H	-37.57		MXN		-1.83		USD
		 65	50		A0				S	4000102			H	-3,757.88		MXN		-183.04		USD
		 66	40						S	6601050			S	            37.57		MXN		             1.83		USD
		 67	50						S	3000127			H	-37.57		MXN		-1.83		USD
		 68	50		A0				S	4003602			H	-4,040.38		MXN		-196.80		USD
		 69	40						S	6601050			S	            40.44		MXN		             1.97		USD
		 70	50						S	3000127			H	-40.44		MXN		-1.97		USD
		 71	50		A0				S	4003602			H	-142,070.37		MXN		-6,920.00		USD
		 72	40						S	6601050			S	         1,420.70		MXN		            69.20		USD
		 73	50						S	3000127			H	-1,420.70		MXN		-69.20		USD

	3800	900043341				RV		30.11.2018			    11	2018		30.11.2018	01.12.2018		SAPBTC_APPL		0082752339
		  1	01		A0		R029		D	29060000			S	        80,022.57		MXN		         3,897.76		USD
		  2	50		A0				S	4001402			H	-24,754.74		MXN		-1,205.76		USD
		  3	40						S	6601050			S	           247.60		MXN		            12.06		USD
		  4	50						S	3000127			H	-247.60		MXN		-12.06		USD
		  5	50		A0				S	4000102			H	-51,268.51		MXN		-2,497.20		USD
		  6	40						S	6601050			S	           512.64		MXN		            24.97		USD
		  7	50						S	3000127			H	-512.64		MXN		-24.97		USD
		  8	50		A0				S	4000102			H	-1,839.52		MXN		-89.60		USD
		  9	40						S	6601050			S	            18.48		MXN		             0.90		USD
		 10	50						S	3000127			H	-18.48		MXN		-0.90		USD
		 11	50		A0				S	4000102			H	-2,159.80		MXN		-105.20		USD
		 12	40						S	6601050			S	            21.56		MXN		             1.05		USD
		 13	50						S	3000127			H	-21.56		MXN		-1.05		USD

	3800	900043453				RV		01.12.2018			    12	2018		01.12.2018	02.12.2018		SAPBTC_APPL		0082753311
		  1	01		A0		R029		D	29060000			S	       279,193.73		MXN		        13,599.04		USD
		  2	50		A0				S	4003602			H	-4,040.39		MXN		-196.80		USD
		  3	40						S	6601050			S	            40.44		MXN		             1.97		USD
		  4	50						S	3000127			H	-40.44		MXN		-1.97		USD
		  5	50		A0				S	4000102			H	-1,005.99		MXN		-49.00		USD
		  6	40						S	6601050			S	            10.06		MXN		             0.49		USD
		  7	50						S	3000127			H	-10.06		MXN		-0.49		USD
		  8	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		  9	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 10	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 11	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		 12	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 13	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 14	50		A0				S	4000102			H	-54,265.95		MXN		-2,643.20		USD
		 15	40						S	6601050			S	           542.62		MXN		            26.43		USD
		 16	50						S	3000127			H	-542.62		MXN		-26.43		USD
		 17	50		A0				S	4000102			H	-52,915.05		MXN		-2,577.40		USD
		 18	40						S	6601050			S	           529.07		MXN		            25.77		USD
		 19	50						S	3000127			H	-529.07		MXN		-25.77		USD
		 20	50		A0				S	4000102			H	-1,166.13		MXN		-56.80		USD
		 21	40						S	6601050			S	            11.70		MXN		             0.57		USD
		 22	50						S	3000127			H	-11.70		MXN		-0.57		USD
		 23	50		A0				S	4000302			H	-49,141.57		MXN		-2,393.60		USD
		 24	40						S	6601050			S	           491.50		MXN		            23.94		USD
		 25	50						S	3000127			H	-491.50		MXN		-23.94		USD
		 26	50		A0				S	4000302			H	-1,309.84		MXN		-63.80		USD
		 27	40						S	6601050			S	            13.14		MXN		             0.64		USD
		 28	50						S	3000127			H	-13.14		MXN		-0.64		USD
		 29	50		A0				S	4000302			H	-3,929.52		MXN		-191.40		USD
		 30	40						S	6601050			S	            39.21		MXN		             1.91		USD
		 31	50						S	3000127			H	-39.21		MXN		-1.91		USD
		 32	50		A0				S	4000302			H	-2,660.74		MXN		-129.60		USD
		 33	40						S	6601050			S	            26.69		MXN		             1.30		USD
		 34	50						S	3000127			H	-26.69		MXN		-1.30		USD
		 35	50		A0				S	4000302			H	-2,660.74		MXN		-129.60		USD
		 36	40						S	6601050			S	            26.69		MXN		             1.30		USD
		 37	50						S	3000127			H	-26.69		MXN		-1.30		USD
		 38	50		A0				S	4000302			H	-867.20		MXN		-42.24		USD
		 39	40						S	6601050			S	             8.62		MXN		             0.42		USD
		 40	50						S	3000127			H	-8.62		MXN		-0.42		USD
		 41	50		A0				S	4000302			H	-867.20		MXN		-42.24		USD
		 42	40						S	6601050			S	             8.62		MXN		             0.42		USD
		 43	50						S	3000127			H	-8.62		MXN		-0.42		USD
		 44	50		A0				S	4003602			H	-28,414.07		MXN		-1,384.00		USD
		 45	40						S	6601050			S	           284.14		MXN		            13.84		USD
		 46	50						S	3000127			H	-284.14		MXN		-13.84		USD
		 47	50		A0				S	4000102			H	-1,878.94		MXN		-91.52		USD
		 48	40						S	6601050			S	            18.89		MXN		             0.92		USD
		 49	50						S	3000127			H	-18.89		MXN		-0.92		USD
		 50	50		A0				S	4003602			H	-71,035.18		MXN		-3,460.00		USD
		 51	40						S	6601050			S	           710.35		MXN		            34.60		USD
		 52	50						S	3000127			H	-710.35		MXN		-34.60		USD

	3800	900043540				RV		03.12.2018			    12	2018		03.12.2018	04.12.2018		SAPBTC_APPL		0082753494
		  1	01		A0		R029		D	29060000			S	       340,210.48		MXN		        16,668.16		USD
		  2	50		A0				S	4003602			H	-8,033.70		MXN		-393.60		USD
		  3	40						S	6601050			S	            80.42		MXN		             3.94		USD
		  4	50						S	3000127			H	-80.42		MXN		-3.94		USD
		  5	50		A0				S	4000102			H	-152,909.55		MXN		-7,491.60		USD
		  6	40						S	6601050			S	         1,529.18		MXN		            74.92		USD
		  7	50						S	3000127			H	-1,529.18		MXN		-74.92		USD
		  8	50		A0				S	4000102			H	-70,858.13		MXN		-3,471.60		USD
		  9	40						S	6601050			S	           708.66		MXN		            34.72		USD
		 10	50						S	3000127			H	-708.66		MXN		-34.72		USD
		 11	50		A0				S	4000302			H	-2,586.46		MXN		-126.72		USD
		 12	40						S	6601050			S	            25.92		MXN		             1.27		USD
		 13	50						S	3000127			H	-25.92		MXN		-1.27		USD
		 14	50		A0				S	4000302			H	-1,273.63		MXN		-62.40		USD
		 15	40						S	6601050			S	            12.65		MXN		             0.62		USD
		 16	50						S	3000127			H	-12.65		MXN		-0.62		USD
		 17	50		A0				S	4000302			H	-1,724.30		MXN		-84.48		USD
		 18	40						S	6601050			S	            17.15		MXN		             0.84		USD
		 19	50						S	3000127			H	-17.15		MXN		-0.84		USD
		 20	50		A0				S	4000302			H	-29,146.62		MXN		-1,428.00		USD
		 21	40						S	6601050			S	           291.47		MXN		            14.28		USD
		 22	50						S	3000127			H	-291.47		MXN		-14.28		USD
		 23	50		A0				S	4000302			H	-1,273.63		MXN		-62.40		USD
		 24	40						S	6601050			S	            12.65		MXN		             0.62		USD
		 25	50						S	3000127			H	-12.65		MXN		-0.62		USD
		 26	50		A0				S	4000302			H	-1,783.09		MXN		-87.36		USD
		 27	40						S	6601050			S	            17.76		MXN		             0.87		USD
		 28	50						S	3000127			H	-17.76		MXN		-0.87		USD
		 29	50		A0				S	4003602			H	-70,621.37		MXN		-3,460.00		USD
		 30	40						S	6601050			S	           706.21		MXN		            34.60		USD
		 31	50						S	3000127			H	-706.21		MXN		-34.60		USD

	3800	900043673				RV		04.12.2018			    12	2018		04.12.2018	05.12.2018		SAPBTC_APPL		0082754890
		  1	01		A0		R029		D	29060000			S	       139,507.82		MXN		         6,835.00		USD
		  2	50		A0				S	4000302			H	-1,273.62		MXN		-62.40		USD
		  3	40						S	6601050			S	            12.65		MXN		             0.62		USD
		  4	50						S	3000127			H	-12.65		MXN		-0.62		USD
		  5	50		A0				S	4000302			H	-1,508.77		MXN		-73.92		USD
		  6	40						S	6601050			S	            15.10		MXN		             0.74		USD
		  7	50						S	3000127			H	-15.10		MXN		-0.74		USD
		  8	50		A0				S	4000302			H	-1,322.62		MXN		-64.80		USD
		  9	40						S	6601050			S	            13.27		MXN		             0.65		USD
		 10	50						S	3000127			H	-13.27		MXN		-0.65		USD
		 11	50		A0				S	4003602			H	-4,016.85		MXN		-196.80		USD
		 12	40						S	6601050			S	            40.21		MXN		             1.97		USD
		 13	50						S	3000127			H	-40.21		MXN		-1.97		USD
		 14	50		A0				S	4000302			H	-862.15		MXN		-42.24		USD
		 15	40						S	6601050			S	             8.57		MXN		             0.42		USD
		 16	50						S	3000127			H	-8.57		MXN		-0.42		USD
		 17	50		A0				S	4000102			H	-2,000.26		MXN		-98.00		USD
		 18	40						S	6601050			S	            20.00		MXN		             0.98		USD
		 19	50						S	3000127			H	-20.00		MXN		-0.98		USD
		 20	50		A0				S	4000102			H	-41,148.17		MXN		-2,016.00		USD
		 21	40						S	6601050			S	           411.48		MXN		            20.16		USD
		 22	50						S	3000127			H	-411.48		MXN		-20.16		USD
		 23	50		A0				S	4000102			H	-2,318.67		MXN		-113.60		USD
		 24	40						S	6601050			S	            23.27		MXN		             1.14		USD
		 25	50						S	3000127			H	-23.27		MXN		-1.14		USD
		 26	50		A0				S	4000302			H	-24,427.65		MXN		-1,196.80		USD
		 27	40						S	6601050			S	           244.32		MXN		            11.97		USD
		 28	50						S	3000127			H	-244.32		MXN		-11.97		USD
		 29	50		A0				S	4000302			H	-1,302.21		MXN		-63.80		USD
		 30	40						S	6601050			S	            13.06		MXN		             0.64		USD
		 31	50						S	3000127			H	-13.06		MXN		-0.64		USD
		 32	50		A0				S	4000302			H	-1,302.21		MXN		-63.80		USD
		 33	40						S	6601050			S	            13.06		MXN		             0.64		USD
		 34	50						S	3000127			H	-13.06		MXN		-0.64		USD
		 35	50		A0				S	4000102			H	-52,606.80		MXN		-2,577.40		USD
		 36	40						S	6601050			S	           525.99		MXN		            25.77		USD
		 37	50						S	3000127			H	-525.99		MXN		-25.77		USD
		 38	50		A0				S	4000302			H	-1,322.62		MXN		-64.80		USD
		 39	40						S	6601050			S	            13.27		MXN		             0.65		USD
		 40	50						S	3000127			H	-13.27		MXN		-0.65		USD
		 41	50		A0				S	4000302			H	-862.15		MXN		-42.24		USD
		 42	40						S	6601050			S	             8.57		MXN		             0.42		USD
		 43	50						S	3000127			H	-8.57		MXN		-0.42		USD
		 44	50		A0				S	4000302			H	-1,724.30		MXN		-84.48		USD
		 45	40						S	6601050			S	            17.15		MXN		             0.84		USD
		 46	50						S	3000127			H	-17.15		MXN		-0.84		USD
		 47	50		A0				S	4000302			H	-1,508.77		MXN		-73.92		USD
		 48	40						S	6601050			S	            15.10		MXN		             0.74		USD
		 49	50						S	3000127			H	-15.10		MXN		-0.74		USD

	3800	900043840				RV		05.12.2018			    12	2018		05.12.2018	06.12.2018		SAPBTC_APPL		0082756088
		  1	01		A0		R029		D	29060000			S	       219,284.04		MXN		        10,743.53		USD
		  2	50		A0				S	4000302			H	-1,322.62		MXN		-64.80		USD
		  3	40						S	6601050			S	            13.27		MXN		             0.65		USD
		  4	50						S	3000127			H	-13.27		MXN		-0.65		USD
		  5	50		A0				S	4000302			H	-862.15		MXN		-42.24		USD
		  6	40						S	6601050			S	             8.57		MXN		             0.42		USD
		  7	50						S	3000127			H	-8.57		MXN		-0.42		USD
		  8	50		A0				S	4003602			H	-8,033.69		MXN		-393.60		USD
		  9	40						S	6601050			S	            80.42		MXN		             3.94		USD
		 10	50						S	3000127			H	-80.42		MXN		-3.94		USD
		 11	50		A0				S	4000302			H	-1,273.63		MXN		-62.40		USD
		 12	40						S	6601050			S	            12.65		MXN		             0.62		USD
		 13	50						S	3000127			H	-12.65		MXN		-0.62		USD
		 14	50		A0				S	4000302			H	-1,783.09		MXN		-87.36		USD
		 15	40						S	6601050			S	            17.76		MXN		             0.87		USD
		 16	50						S	3000127			H	-17.76		MXN		-0.87		USD
		 17	50		A0				S	4000102			H	-50,969.85		MXN		-2,497.20		USD
		 18	40						S	6601050			S	           509.66		MXN		            24.97		USD
		 19	50						S	3000127			H	-509.66		MXN		-24.97		USD
		 20	50		A0				S	4000102			H	-39,319.37		MXN		-1,926.40		USD
		 21	40						S	6601050			S	           393.11		MXN		            19.26		USD
		 22	50						S	3000127			H	-393.11		MXN		-19.26		USD
		 23	50		A0				S	4000302			H	-24,427.65		MXN		-1,196.80		USD
		 24	40						S	6601050			S	           244.32		MXN		            11.97		USD
